"Year Month","State","Industry","Suspicious Activity","Count"
"2020 April","Massachusetts","Money Services Business (MSB)","[Total]","218"
"2020 April","Massachusetts","Other","ACH","120"
"2020 April","Massachusetts","Other","Check","249"
"2020 April","Massachusetts","Other","Consumer Loan (see instructions)","2"
"2020 April","Massachusetts","Other","Credit/Debit Card","36"
"2020 April","Massachusetts","Other","Mail","57"
"2020 April","Massachusetts","Other","Mass-Marketing","18"
"2020 April","Massachusetts","Other","Other Fraud (Type)","10"
"2020 April","Massachusetts","Other","Securities","6"
"2020 April","Massachusetts","Other","Wire","397"
"2020 April","Massachusetts","Other","[Total]","895"
"2020 April","Massachusetts","Securities/Futures","ACH","133"
"2020 April","Massachusetts","Securities/Futures","Check","391"
"2020 April","Massachusetts","Securities/Futures","Credit/Debit Card","69"
"2020 April","Massachusetts","Securities/Futures","Mail","83"
"2020 April","Massachusetts","Securities/Futures","Mass-Marketing","24"
"2020 April","Massachusetts","Securities/Futures","Other Fraud (Type)","8"
"2020 April","Massachusetts","Securities/Futures","Securities","8"
"2020 April","Massachusetts","Securities/Futures","Wire","584"
"2020 April","Massachusetts","Securities/Futures","[Total]","1,300"
"2020 April","Massachusetts","[Total]","[Total]","3,004"
"2020 April","Michigan","Depository Institution","ACH","50"
"2020 April","Michigan","Depository Institution","Advance Fee","1"
"2020 April","Michigan","Depository Institution","Business Loan","2"
"2020 April","Michigan","Depository Institution","Check","402"
"2020 April","Michigan","Depository Institution","Consumer Loan (see instructions)","31"
"2020 April","Michigan","Depository Institution","Credit/Debit Card","48"
"2020 April","Michigan","Depository Institution","Healthcare/Public or Private Health Insurance","1"
"2020 April","Michigan","Depository Institution","Mail","13"
"2020 April","Michigan","Depository Institution","Mass-Marketing","19"
"2020 April","Michigan","Depository Institution","Other Fraud (Type)","122"
"2020 April","Michigan","Depository Institution","Securities","1"
"2020 April","Michigan","Depository Institution","Wire","72"
"2020 April","Michigan","Depository Institution","[Total]","762"
"2020 April","Michigan","Insurance Company","Healthcare/Public or Private Health Insurance","1"
"2020 April","Michigan","Insurance Company","Other Fraud (Type)","1"
"2020 April","Michigan","Insurance Company","Wire","1"
"2020 April","Michigan","Insurance Company","[Total]","3"
"2020 April","Michigan","Loan or Finance Company","ACH","1"
"2020 April","Michigan","Loan or Finance Company","Check","1"
"2020 April","Michigan","Loan or Finance Company","Consumer Loan (see instructions)","2"
"2020 April","Michigan","Loan or Finance Company","Other Fraud (Type)","122"
"2020 April","Michigan","Loan or Finance Company","Wire","2"
"2020 April","Michigan","Loan or Finance Company","[Total]","128"
"2020 April","Michigan","Money Services Business (MSB)","Check","4"
"2020 April","Michigan","Money Services Business (MSB)","Credit/Debit Card","3"
"2020 April","Michigan","Money Services Business (MSB)","Other Fraud (Type)","173"
"2020 April","Michigan","Money Services Business (MSB)","Wire","58"
"2020 April","Michigan","Money Services Business (MSB)","[Total]","238"
"2020 April","Michigan","Other","Advance Fee","1"
"2020 April","Michigan","Other","Check","1"
"2020 April","Michigan","Other","Consumer Loan (see instructions)","583"
"2020 April","Michigan","Other","Credit/Debit Card","1"
"2020 April","Michigan","Other","[Total]","586"
"2020 April","Michigan","Securities/Futures","ACH","1"
"2020 April","Michigan","Securities/Futures","Advance Fee","1"
"2020 April","Michigan","Securities/Futures","Check","1"
"2020 April","Michigan","Securities/Futures","Mail","1"
"2020 April","Michigan","Securities/Futures","Other Fraud (Type)","3"
"2020 April","Michigan","Securities/Futures","Wire","2"
"2020 April","Michigan","Securities/Futures","[Total]","9"
"2020 April","Michigan","[Total]","[Total]","1,726"
"2020 April","Micronesia, Federated States","Depository Institution","Check","1"
"2020 April","Micronesia, Federated States","Depository Institution","[Total]","1"
"2020 April","Micronesia, Federated States","[Total]","[Total]","1"
"2020 April","Minnesota","Depository Institution","ACH","34"
"2020 April","Minnesota","Depository Institution","Advance Fee","1"
"2020 April","Minnesota","Depository Institution","Business Loan","2"
"2020 April","Minnesota","Depository Institution","Check","240"
"2020 April","Minnesota","Depository Institution","Consumer Loan (see instructions)","5"
"2020 April","Minnesota","Depository Institution","Credit/Debit Card","29"
"2020 April","Minnesota","Depository Institution","Healthcare/Public or Private Health Insurance","3"
"2020 April","Minnesota","Depository Institution","Mail","13"
"2020 April","Minnesota","Depository Institution","Mass-Marketing","13"
"2020 April","Minnesota","Depository Institution","Other Fraud (Type)","88"
"2020 April","Minnesota","Depository Institution","Ponzi Scheme","1"
"2020 April","Minnesota","Depository Institution","Wire","33"
"2020 April","Minnesota","Depository Institution","[Total]","462"
"2020 April","Minnesota","Insurance Company","ACH","3"
"2020 April","Minnesota","Insurance Company","Other Fraud (Type)","1"
"2020 April","Minnesota","Insurance Company","Wire","1"
"2020 April","Minnesota","Insurance Company","[Total]","5"
"2020 April","Minnesota","Loan or Finance Company","Other Fraud (Type)","2"
"2020 April","Minnesota","Loan or Finance Company","[Total]","2"
"2020 April","Minnesota","Money Services Business (MSB)","Advance Fee","3"
"2020 April","Minnesota","Money Services Business (MSB)","Check","12"
"2020 April","Minnesota","Money Services Business (MSB)","Credit/Debit Card","7"
"2020 April","Minnesota","Money Services Business (MSB)","Other Fraud (Type)","174"
"2020 April","Minnesota","Money Services Business (MSB)","Wire","40"
"2020 April","Minnesota","Money Services Business (MSB)","[Total]","236"
"2020 April","Minnesota","Other","Check","2"
"2020 April","Minnesota","Other","Credit/Debit Card","1"
"2020 April","Minnesota","Other","Mail","1"
"2020 April","Minnesota","Other","Other Fraud (Type)","1"
"2020 April","Minnesota","Other","[Total]","5"
"2020 April","Minnesota","Securities/Futures","ACH","12"
"2020 April","Minnesota","Securities/Futures","Advance Fee","1"
"2020 April","Minnesota","Securities/Futures","Check","8"
"2020 April","Minnesota","Securities/Futures","Credit/Debit Card","1"
"2020 April","Minnesota","Securities/Futures","Other Fraud (Type)","23"
"2020 April","Minnesota","Securities/Futures","Securities","2"
"2020 April","Minnesota","Securities/Futures","Wire","4"
"2020 April","Minnesota","Securities/Futures","[Total]","51"
"2020 April","Minnesota","[Total]","[Total]","761"
"2020 April","Mississippi","Depository Institution","ACH","10"
"2020 April","Mississippi","Depository Institution","Advance Fee","3"
"2020 April","Mississippi","Depository Institution","Business Loan","3"
"2020 April","Mississippi","Depository Institution","Check","94"
"2020 April","Mississippi","Depository Institution","Consumer Loan (see instructions)","3"
"2020 April","Mississippi","Depository Institution","Credit/Debit Card","11"
"2020 April","Mississippi","Depository Institution","Healthcare/Public or Private Health Insurance","1"
"2020 April","Mississippi","Depository Institution","Mail","2"
"2020 April","Mississippi","Depository Institution","Other Fraud (Type)","28"
"2020 April","Mississippi","Depository Institution","Ponzi Scheme","1"
"2020 April","Mississippi","Depository Institution","Wire","13"
"2020 April","Mississippi","Depository Institution","[Total]","169"
"2020 April","Mississippi","Money Services Business (MSB)","Advance Fee","1"
"2020 April","Mississippi","Money Services Business (MSB)","Check","2"
"2020 April","Mississippi","Money Services Business (MSB)","Credit/Debit Card","1"
"2020 April","Mississippi","Money Services Business (MSB)","Other Fraud (Type)","121"
"2020 April","Mississippi","Money Services Business (MSB)","Wire","40"
"2020 April","Mississippi","Money Services Business (MSB)","[Total]","165"
"2020 April","Mississippi","[Total]","[Total]","334"
"2020 April","Missouri","Depository Institution","ACH","30"
"2020 April","Missouri","Depository Institution","Advance Fee","1"
"2020 April","Missouri","Depository Institution","Business Loan","2"
"2020 April","Missouri","Depository Institution","Check","176"
"2020 April","Missouri","Depository Institution","Consumer Loan (see instructions)","13"
"2020 April","Missouri","Depository Institution","Credit/Debit Card","24"
"2020 April","Missouri","Depository Institution","Healthcare/Public or Private Health Insurance","2"
"2020 April","Missouri","Depository Institution","Mail","6"
"2020 April","Missouri","Depository Institution","Mass-Marketing","31"
"2020 April","Missouri","Depository Institution","Other Fraud (Type)","44"
"2020 April","Missouri","Depository Institution","Ponzi Scheme","2"
"2020 April","Missouri","Depository Institution","Wire","40"
"2020 April","Missouri","Depository Institution","[Total]","371"
"2020 April","Missouri","Loan or Finance Company","Consumer Loan (see instructions)","12"
"2020 April","Missouri","Loan or Finance Company","[Total]","12"
"2020 April","Missouri","Money Services Business (MSB)","Advance Fee","1"
"2020 April","Missouri","Money Services Business (MSB)","Check","25"
"2020 April","Missouri","Money Services Business (MSB)","Consumer Loan (see instructions)","3"
"2020 April","Missouri","Money Services Business (MSB)","Credit/Debit Card","4"
"2020 April","Missouri","Money Services Business (MSB)","Other Fraud (Type)","149"
"2020 April","Missouri","Money Services Business (MSB)","Wire","66"
"2020 April","Missouri","Money Services Business (MSB)","[Total]","248"
"2020 April","Missouri","Other","Business Loan","2"
"2020 April","Missouri","Other","Credit/Debit Card","2"
"2020 April","Missouri","Other","Other Fraud (Type)","8"
"2020 April","Missouri","Other","Wire","1"
"2020 April","Missouri","Other","[Total]","13"
"2020 April","Missouri","Securities/Futures","ACH","21"
"2020 April","Missouri","Securities/Futures","Check","30"
"2020 April","Missouri","Securities/Futures","Consumer Loan (see instructions)","2"
"2020 April","Missouri","Securities/Futures","Credit/Debit Card","4"
"2020 April","Missouri","Securities/Futures","Other Fraud (Type)","28"
"2020 April","Missouri","Securities/Futures","Securities","1"
"2020 April","Missouri","Securities/Futures","Wire","11"
"2020 April","Missouri","Securities/Futures","[Total]","97"
"2020 April","Missouri","[Total]","[Total]","741"
"2020 April","Montana","Depository Institution","ACH","7"
"2020 April","Montana","Depository Institution","Check","24"
"2020 April","Montana","Depository Institution","Credit/Debit Card","2"
"2020 April","Montana","Depository Institution","Mail","5"
"2020 April","Montana","Depository Institution","Mass-Marketing","2"
"2020 April","Montana","Depository Institution","Other Fraud (Type)","17"
"2020 April","Montana","Depository Institution","Wire","10"
"2020 April","Montana","Depository Institution","[Total]","67"
"2020 April","Montana","Money Services Business (MSB)","Advance Fee","2"
"2020 April","Montana","Money Services Business (MSB)","Other Fraud (Type)","20"
"2020 April","Montana","Money Services Business (MSB)","Wire","8"
"2020 April","Montana","Money Services Business (MSB)","[Total]","30"
"2020 April","Montana","Securities/Futures","Other Fraud (Type)","1"
"2020 April","Montana","Securities/Futures","[Total]","1"
"2020 April","Montana","[Total]","[Total]","98"
"2020 April","Nebraska","Depository Institution","ACH","33"
"2020 April","Nebraska","Depository Institution","Business Loan","3"
"2020 April","Nebraska","Depository Institution","Check","63"
"2020 April","Nebraska","Depository Institution","Consumer Loan (see instructions)","1"
"2020 April","Nebraska","Depository Institution","Credit/Debit Card","44"
"2020 April","Nebraska","Depository Institution","Mail","1"
"2020 April","Nebraska","Depository Institution","Mass-Marketing","2"
"2020 April","Nebraska","Depository Institution","Other Fraud (Type)","17"
"2020 April","Nebraska","Depository Institution","Ponzi Scheme","1"
"2020 April","Nebraska","Depository Institution","Wire","16"
"2020 April","Nebraska","Depository Institution","[Total]","181"
"2020 April","Nebraska","Insurance Company","Check","1"
"2020 April","Nebraska","Insurance Company","Other Fraud (Type)","1"
"2020 April","Nebraska","Insurance Company","[Total]","2"
"2020 April","Nebraska","Money Services Business (MSB)","Advance Fee","1"
"2020 April","Nebraska","Money Services Business (MSB)","Other Fraud (Type)","53"
"2020 April","Nebraska","Money Services Business (MSB)","Wire","16"
"2020 April","Nebraska","Money Services Business (MSB)","[Total]","70"
"2020 April","Nebraska","Other","ACH","2"
"2020 April","Nebraska","Other","Check","1"
"2020 April","Nebraska","Other","Other Fraud (Type)","6"
"2020 April","Nebraska","Other","Wire","1"
"2020 April","Nebraska","Other","[Total]","10"
"2020 April","Nebraska","Securities/Futures","ACH","253"
"2020 April","Nebraska","Securities/Futures","Check","83"
"2020 April","Nebraska","Securities/Futures","Credit/Debit Card","21"
"2020 April","Nebraska","Securities/Futures","Other Fraud (Type)","56"
"2020 April","Nebraska","Securities/Futures","Ponzi Scheme","1"
"2020 April","Nebraska","Securities/Futures","Pyramid Scheme","1"
"2020 April","Nebraska","Securities/Futures","Securities","201"
"2020 April","Nebraska","Securities/Futures","Wire","62"
"2020 April","Nebraska","Securities/Futures","[Total]","678"
"2020 April","Nebraska","[Total]","[Total]","941"
"2020 April","Nevada","Casino/Card Club - State Licensed Casino","Check","10"
"2020 April","Nevada","Casino/Card Club - State Licensed Casino","Credit/Debit Card","1"
"2020 April","Nevada","Casino/Card Club - State Licensed Casino","[Total]","11"
"2020 April","Nevada","Depository Institution","ACH","139"
"2020 April","Nevada","Depository Institution","Advance Fee","5"
"2020 April","Nevada","Depository Institution","Check","264"
"2020 April","Nevada","Depository Institution","Consumer Loan (see instructions)","53"
"2020 April","Nevada","Depository Institution","Credit/Debit Card","281"
"2020 April","Nevada","Depository Institution","Healthcare/Public or Private Health Insurance","1"
"2020 April","Nevada","Depository Institution","Mail","6"
"2020 April","Nevada","Depository Institution","Mass-Marketing","28"
"2020 April","Nevada","Depository Institution","Other Fraud (Type)","185"
"2020 April","Nevada","Depository Institution","Securities","1"
"2020 April","Nevada","Depository Institution","Wire","38"
"2020 April","Nevada","Depository Institution","[Total]","1,001"
"2020 April","Nevada","Money Services Business (MSB)","Advance Fee","3"
"2020 April","Nevada","Money Services Business (MSB)","Check","1"
"2020 April","Nevada","Money Services Business (MSB)","Credit/Debit Card","1"
"2020 April","Nevada","Money Services Business (MSB)","Other Fraud (Type)","115"
"2020 April","Nevada","Money Services Business (MSB)","Wire","48"
"2020 April","Nevada","Money Services Business (MSB)","[Total]","168"
"2020 April","Nevada","Other","Check","1"
"2020 April","Nevada","Other","Consumer Loan (see instructions)","1"
"2020 April","Nevada","Other","Credit/Debit Card","1"
"2020 April","Nevada","Other","Other Fraud (Type)","2"
"2020 April","Nevada","Other","[Total]","5"
"2020 April","Nevada","Securities/Futures","ACH","4"
"2020 April","Nevada","Securities/Futures","Check","1"
"2020 April","Nevada","Securities/Futures","Credit/Debit Card","1"
"2020 April","Nevada","Securities/Futures","Other Fraud (Type)","1"
"2020 April","Nevada","Securities/Futures","[Total]","7"
"2020 April","Nevada","[Total]","[Total]","1,192"
"2020 April","New Hampshire","Depository Institution","ACH","4"
"2020 April","New Hampshire","Depository Institution","Advance Fee","1"
"2020 April","New Hampshire","Depository Institution","Business Loan","1"
"2020 April","New Hampshire","Depository Institution","Check","30"
"2020 April","New Hampshire","Depository Institution","Consumer Loan (see instructions)","6"
"2020 April","New Hampshire","Depository Institution","Credit/Debit Card","5"
"2020 April","New Hampshire","Depository Institution","Mail","2"
"2020 April","New Hampshire","Depository Institution","Mass-Marketing","3"
"2020 April","New Hampshire","Depository Institution","Other Fraud (Type)","15"
"2020 April","New Hampshire","Depository Institution","Wire","11"
"2020 April","New Hampshire","Depository Institution","[Total]","78"
"2020 April","New Hampshire","Loan or Finance Company","Consumer Loan (see instructions)","1"
"2020 April","New Hampshire","Loan or Finance Company","[Total]","1"
"2020 April","New Hampshire","Money Services Business (MSB)","Credit/Debit Card","1"
"2020 April","New Hampshire","Money Services Business (MSB)","Other Fraud (Type)","24"
"2020 April","New Hampshire","Money Services Business (MSB)","Wire","8"
"2020 April","New Hampshire","Money Services Business (MSB)","[Total]","33"
"2020 April","New Hampshire","Other","ACH","1"
"2020 April","New Hampshire","Other","[Total]","1"
"2020 April","New Hampshire","Securities/Futures","ACH","1"
"2020 April","New Hampshire","Securities/Futures","Check","1"
"2020 April","New Hampshire","Securities/Futures","[Total]","2"
"2020 April","New Hampshire","[Total]","[Total]","115"
"2020 April","New Jersey","Casino/Card Club - Other Casino/Card Club","Check","1"
"2020 April","New Jersey","Casino/Card Club - Other Casino/Card Club","Wire","1"
"2020 April","New Jersey","Casino/Card Club - Other Casino/Card Club","[Total]","2"
"2020 April","New Jersey","Casino/Card Club - State Licensed Casino","ACH","3"
"2020 April","New Jersey","Casino/Card Club - State Licensed Casino","Credit/Debit Card","1"
"2020 April","New Jersey","Casino/Card Club - State Licensed Casino","Other Fraud (Type)","1"
"2020 April","New Jersey","Casino/Card Club - State Licensed Casino","[Total]","5"
"2020 April","New Jersey","Depository Institution","ACH","123"
"2020 April","New Jersey","Depository Institution","Advance Fee","5"
"2020 April","New Jersey","Depository Institution","Check","1,116"
"2020 April","New Jersey","Depository Institution","Consumer Loan (see instructions)","100"
"2020 April","New Jersey","Depository Institution","Credit/Debit Card","159"
"2020 April","New Jersey","Depository Institution","Healthcare/Public or Private Health Insurance","2"
"2020 April","New Jersey","Depository Institution","Mail","26"
"2020 April","New Jersey","Depository Institution","Mass-Marketing","36"
"2020 April","New Jersey","Depository Institution","Other Fraud (Type)","250"
"2020 April","New Jersey","Depository Institution","Wire","191"
"2020 April","New Jersey","Depository Institution","[Total]","2,008"
"2020 April","New Jersey","Loan or Finance Company","Consumer Loan (see instructions)","2"
"2020 April","New Jersey","Loan or Finance Company","Other Fraud (Type)","2"
"2020 April","New Jersey","Loan or Finance Company","[Total]","4"
"2020 April","New Jersey","Money Services Business (MSB)","ACH","1"
"2020 April","New Jersey","Money Services Business (MSB)","Advance Fee","5"
"2020 April","New Jersey","Money Services Business (MSB)","Check","2"
"2020 April","New Jersey","Money Services Business (MSB)","Credit/Debit Card","40"
"2020 April","New Jersey","Money Services Business (MSB)","Other Fraud (Type)","238"
"2020 April","New Jersey","Money Services Business (MSB)","Pyramid Scheme","1"
"2020 April","New Jersey","Money Services Business (MSB)","Wire","68"
"2020 April","New Jersey","Money Services Business (MSB)","[Total]","355"
"2020 April","New Jersey","Other","Other Fraud (Type)","25"
"2020 April","New Jersey","Other","[Total]","25"
"2020 April","New Jersey","Securities/Futures","ACH","6"
"2020 April","New Jersey","Securities/Futures","Advance Fee","2"
"2020 April","New Jersey","Securities/Futures","Check","10"
"2020 April","New Jersey","Securities/Futures","Credit/Debit Card","9"
"2020 April","New Jersey","Securities/Futures","Other Fraud (Type)","11"
"2020 April","New Jersey","Securities/Futures","Securities","4"
"2020 April","New Jersey","Securities/Futures","Wire","6"
"2020 April","New Jersey","Securities/Futures","[Total]","48"
"2020 April","New Jersey","[Total]","[Total]","2,447"
"2020 April","New Mexico","Casino/Card Club - Tribal Authorized Casino","Other Fraud (Type)","1"
"2020 April","New Mexico","Casino/Card Club - Tribal Authorized Casino","Wire","1"
"2020 April","New Mexico","Casino/Card Club - Tribal Authorized Casino","[Total]","2"
"2020 April","New Mexico","Depository Institution","ACH","8"
"2020 April","New Mexico","Depository Institution","Check","59"
"2020 April","New Mexico","Depository Institution","Consumer Loan (see instructions)","1"
"2020 April","New Mexico","Depository Institution","Credit/Debit Card","8"
"2020 April","New Mexico","Depository Institution","Mail","3"
"2020 April","New Mexico","Depository Institution","Mass-Marketing","10"
"2020 April","New Mexico","Depository Institution","Other Fraud (Type)","25"
"2020 April","New Mexico","Depository Institution","Wire","9"
"2020 April","New Mexico","Depository Institution","[Total]","123"
"2020 April","New Mexico","Money Services Business (MSB)","Advance Fee","3"
"2020 April","New Mexico","Money Services Business (MSB)","Check","2"
"2020 April","New Mexico","Money Services Business (MSB)","Credit/Debit Card","3"
"2020 April","New Mexico","Money Services Business (MSB)","Other Fraud (Type)","80"
"2020 April","New Mexico","Money Services Business (MSB)","Wire","34"
"2020 April","New Mexico","Money Services Business (MSB)","[Total]","122"
"2020 April","New Mexico","Securities/Futures","ACH","2"
"2020 April","New Mexico","Securities/Futures","Check","1"
"2020 April","New Mexico","Securities/Futures","[Total]","3"
"2020 April","New Mexico","[Total]","[Total]","250"
"2020 April","New York","Casino/Card Club - Other Casino/Card Club","ACH","1"
"2020 April","New York","Casino/Card Club - Other Casino/Card Club","Check","3"
"2020 April","New York","Casino/Card Club - Other Casino/Card Club","Wire","1"
"2020 April","New York","Casino/Card Club - Other Casino/Card Club","[Total]","5"
"2020 April","New York","Depository Institution","ACH","567"
"2020 April","New York","Depository Institution","Advance Fee","11"
"2020 April","New York","Depository Institution","Business Loan","7"
"2020 April","New York","Depository Institution","Check","2,591"
"2020 April","New York","Depository Institution","Consumer Loan (see instructions)","113"
"2020 April","New York","Depository Institution","Credit/Debit Card","663"
"2020 April","New York","Depository Institution","Healthcare/Public or Private Health Insurance","8"
"2020 April","New York","Depository Institution","Mail","31"
"2020 April","New York","Depository Institution","Mass-Marketing","94"
"2020 April","New York","Depository Institution","Other Fraud (Type)","708"
"2020 April","New York","Depository Institution","Ponzi Scheme","1"
"2020 April","New York","Depository Institution","Securities","3"
"2020 April","New York","Depository Institution","Wire","613"
"2020 April","New York","Depository Institution","[Total]","5,410"
"2020 April","New York","Insurance Company","Other Fraud (Type)","1"
"2020 April","New York","Insurance Company","[Total]","1"
"2020 April","New York","Loan or Finance Company","ACH","1"
"2020 April","New York","Loan or Finance Company","Consumer Loan (see instructions)","1"
"2020 April","New York","Loan or Finance Company","[Total]","2"
"2020 April","New York","Money Services Business (MSB)","ACH","179"
"2020 April","New York","Money Services Business (MSB)","Advance Fee","21"
"2020 April","New York","Money Services Business (MSB)","Check","54"
"2020 April","New York","Money Services Business (MSB)","Credit/Debit Card","223"
"2020 April","New York","Money Services Business (MSB)","Healthcare/Public or Private Health Insurance","1"
"2020 April","New York","Money Services Business (MSB)","Other Fraud (Type)","561"
"2020 April","New York","Money Services Business (MSB)","Securities","1"
"2020 April","New York","Money Services Business (MSB)","Wire","393"
"2020 April","New York","Money Services Business (MSB)","[Total]","1,433"
"2020 April","New York","Other","ACH","21"
"2020 April","New York","Other","Advance Fee","1"
"2020 April","New York","Other","Business Loan","1"
"2020 April","New York","Other","Check","3"
"2020 April","New York","Other","Consumer Loan (see instructions)","15"
"2020 April","New York","Other","Credit/Debit Card","58"
"2020 April","New York","Other","Other Fraud (Type)","28"
"2020 April","New York","Other","Ponzi Scheme","1"
"2020 April","New York","Other","Securities","1"
"2020 April","New York","Other","Wire","16"
"2020 April","New York","Other","[Total]","145"
"2020 April","New York","Securities/Futures","ACH","109"
"2020 April","New York","Securities/Futures","Advance Fee","1"
"2020 April","New York","Securities/Futures","Check","83"
"2020 April","New York","Securities/Futures","Credit/Debit Card","37"
"2020 April","New York","Securities/Futures","Healthcare/Public or Private Health Insurance","1"
"2020 April","New York","Securities/Futures","Mail","1"
"2020 April","New York","Securities/Futures","Mass-Marketing","34"
"2020 April","New York","Securities/Futures","Other Fraud (Type)","51"
"2020 April","New York","Securities/Futures","Pyramid Scheme","1"
"2020 April","New York","Securities/Futures","Securities","12"
"2020 April","New York","Securities/Futures","Wire","49"
"2020 April","New York","Securities/Futures","[Total]","379"
"2020 April","New York","[Total]","[Total]","7,375"
"2020 April","North Carolina","Depository Institution","ACH","594"
"2020 April","North Carolina","Depository Institution","Advance Fee","33"
"2020 April","North Carolina","Depository Institution","Business Loan","6"
"2020 April","North Carolina","Depository Institution","Check","1,778"
"2020 April","North Carolina","Depository Institution","Consumer Loan (see instructions)","1,188"
"2020 April","North Carolina","Depository Institution","Credit/Debit Card","2,188"
"2020 April","North Carolina","Depository Institution","Healthcare/Public or Private Health Insurance","1"
"2020 April","North Carolina","Depository Institution","Mail","137"
"2020 April","North Carolina","Depository Institution","Mass-Marketing","681"
"2020 April","North Carolina","Depository Institution","Other Fraud (Type)","694"
"2020 April","North Carolina","Depository Institution","Wire","535"
"2020 April","North Carolina","Depository Institution","[Total]","7,835"
"2020 April","North Carolina","Insurance Company","Check","2"
"2020 April","North Carolina","Insurance Company","[Total]","2"
"2020 April","North Carolina","Loan or Finance Company","Consumer Loan (see instructions)","160"
"2020 April","North Carolina","Loan or Finance Company","[Total]","160"
"2020 April","North Carolina","Money Services Business (MSB)","Advance Fee","8"
"2020 April","North Carolina","Money Services Business (MSB)","Check","3"
"2020 April","North Carolina","Money Services Business (MSB)","Credit/Debit Card","6"
"2020 April","North Carolina","Money Services Business (MSB)","Other Fraud (Type)","284"
"2020 April","North Carolina","Money Services Business (MSB)","Wire","75"
"2020 April","North Carolina","Money Services Business (MSB)","[Total]","376"
"2020 April","North Carolina","Securities/Futures","ACH","14"
"2020 April","North Carolina","Securities/Futures","Check","4"
"2020 April","North Carolina","Securities/Futures","Other Fraud (Type)","2"
"2020 April","North Carolina","Securities/Futures","[Total]","20"
"2020 April","North Carolina","[Total]","[Total]","8,393"
"2020 April","North Dakota","Depository Institution","ACH","7"
"2020 April","North Dakota","Depository Institution","Check","41"
"2020 April","North Dakota","Depository Institution","Consumer Loan (see instructions)","2"
"2020 April","North Dakota","Depository Institution","Credit/Debit Card","2"
"2020 April","North Dakota","Depository Institution","Mail","1"
"2020 April","North Dakota","Depository Institution","Other Fraud (Type)","8"
"2020 April","North Dakota","Depository Institution","Ponzi Scheme","1"
"2020 April","North Dakota","Depository Institution","Pyramid Scheme","1"
"2020 April","North Dakota","Depository Institution","Wire","10"
"2020 April","North Dakota","Depository Institution","[Total]","73"
"2020 April","North Dakota","Money Services Business (MSB)","Check","1"
"2020 April","North Dakota","Money Services Business (MSB)","Other Fraud (Type)","31"
"2020 April","North Dakota","Money Services Business (MSB)","Wire","13"
"2020 April","North Dakota","Money Services Business (MSB)","[Total]","45"
"2020 April","North Dakota","Other","Check","1"
"2020 April","North Dakota","Other","Wire","3"
"2020 April","North Dakota","Other","[Total]","4"
"2020 April","North Dakota","Securities/Futures","Advance Fee","2"
"2020 April","North Dakota","Securities/Futures","Check","1"
"2020 April","North Dakota","Securities/Futures","Mail","1"
"2020 April","North Dakota","Securities/Futures","Wire","1"
"2020 April","North Dakota","Securities/Futures","[Total]","5"
"2020 April","North Dakota","[Total]","[Total]","127"
"2020 April","Northern Mariana Islands","Depository Institution","ACH","1"
"2020 April","Northern Mariana Islands","Depository Institution","Check","1"
"2020 April","Northern Mariana Islands","Depository Institution","[Total]","2"
"2020 April","Northern Mariana Islands","Money Services Business (MSB)","Other Fraud (Type)","1"
"2020 April","Northern Mariana Islands","Money Services Business (MSB)","Wire","1"
"2020 April","Northern Mariana Islands","Money Services Business (MSB)","[Total]","2"
"2020 April","Northern Mariana Islands","[Total]","[Total]","4"
"2020 April","Ohio","Depository Institution","ACH","1,387"
"2020 April","Ohio","Depository Institution","Advance Fee","12"
"2020 April","Ohio","Depository Institution","Business Loan","19"
"2020 April","Ohio","Depository Institution","Check","2,430"
"2020 April","Ohio","Depository Institution","Consumer Loan (see instructions)","1,065"
"2020 April","Ohio","Depository Institution","Credit/Debit Card","2,455"
"2020 April","Ohio","Depository Institution","Healthcare/Public or Private Health Insurance","5"
"2020 April","Ohio","Depository Institution","Mail","109"
"2020 April","Ohio","Depository Institution","Mass-Marketing","57"
"2020 April","Ohio","Depository Institution","Other Fraud (Type)","1,401"
"2020 April","Ohio","Depository Institution","Securities","5"
"2020 April","Ohio","Depository Institution","Wire","641"
"2020 April","Ohio","Depository Institution","[Total]","9,586"
"2020 April","Ohio","Insurance Company","ACH","1"
"2020 April","Ohio","Insurance Company","Other Fraud (Type)","1"
"2020 April","Ohio","Insurance Company","[Total]","2"
"2020 April","Ohio","Loan or Finance Company","Consumer Loan (see instructions)","1"
"2020 April","Ohio","Loan or Finance Company","[Total]","1"
"2020 April","Ohio","Money Services Business (MSB)","Advance Fee","9"
"2020 April","Ohio","Money Services Business (MSB)","Check","35"
"2020 April","Ohio","Money Services Business (MSB)","Consumer Loan (see instructions)","1"
"2020 April","Ohio","Money Services Business (MSB)","Other Fraud (Type)","217"
"2020 April","Ohio","Money Services Business (MSB)","Wire","94"
"2020 April","Ohio","Money Services Business (MSB)","[Total]","356"
"2020 April","Ohio","Other","ACH","1"
"2020 April","Ohio","Other","Business Loan","1"
"2020 April","Ohio","Other","Consumer Loan (see instructions)","1"
"2020 April","Ohio","Other","Mass-Marketing","1"
"2020 April","Ohio","Other","Other Fraud (Type)","1"
"2020 April","Ohio","Other","Ponzi Scheme","1"
"2020 April","Ohio","Other","Pyramid Scheme","1"
"2020 April","Ohio","Other","Wire","2"
"2020 April","Ohio","Other","[Total]","9"
"2020 April","Ohio","Securities/Futures","ACH","3"
"2020 April","Ohio","Securities/Futures","Advance Fee","1"
